RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Surname,Geography,Gender,HasCrCard,IsActiveMember,y
2692,721,37,1,0.0,2,70810.8,Lucchese,France,Female,1,0,1
7154,574,36,3,0.0,2,8559.66,Hsia,Spain,Male,1,1,1
3708,652,42,3,83492.07,2,37914.12,Ekwueme,Spain,Female,1,0,1
1018,778,41,7,139706.31,1,63337.19,Goold,Germany,Male,1,0,1
8512,643,28,9,160858.13,2,27149.27,Edwards,Germany,Male,1,0,1
2808,705,33,3,144427.96,2,113845.19,Ogbonnaya,France,Male,1,0,1
5016,682,50,6,121818.84,2,124151.37,Tsou,France,Male,0,1,1
1929,484,54,3,134388.11,1,49954.79,L?,Germany,Male,0,0,0
351,659,32,3,107594.11,2,102416.84,Foley,Spain,Male,1,1,1
5174,800,38,9,0.0,1,78744.39,Burt,Spain,Male,1,0,1
4193,632,60,2,0.0,2,2085.32,Ross,France,Male,0,1,1
1935,726,30,5,111375.32,2,2704.09,Grimmett,Germany,Male,1,0,1
6902,507,31,0,106942.08,1,44001.11,Shubina,France,Female,0,1,1
4824,786,32,6,114512.59,1,15796.66,McConnell,Spain,Female,1,0,1
565,689,38,6,121021.05,1,12182.15,Evans,Spain,Female,1,1,1
1583,690,38,1,94456.0,2,55034.02,Huie,France,Male,0,1,1
4695,520,45,7,107023.03,1,32903.93,Polyakov,Spain,Male,1,0,1
2176,757,34,9,101861.36,2,187011.96,Tuan,Germany,Female,0,0,1
7029,718,26,7,147527.03,1,51099.56,Murray,Germany,Male,0,0,1
4881,751,33,4,79281.61,1,117547.76,Wood,Spain,Male,1,0,1
2229,644,37,8,0.0,2,20968.88,Moss,France,Female,1,0,1
1116,479,48,5,87070.23,1,85646.41,Howarde,Spain,Male,0,1,1
3127,656,43,7,134919.85,1,194691.95,King,France,Male,1,0,1
3545,731,33,1,0.0,1,130726.96,Savage,Spain,Male,1,0,1
5049,707,42,2,16893.59,1,77502.56,Yegorov,France,Male,1,1,1
7477,759,44,2,111095.58,2,100137.7,Bates,France,Male,1,0,1
822,841,36,5,156021.31,1,122662.98,Shaw,France,Female,0,0,1
6533,756,67,4,0.0,3,93081.87,Boniwell,France,Male,1,1,1
2273,491,57,4,112044.72,1,41229.73,Fallaci,Germany,Female,1,1,0
5546,609,33,6,94126.67,1,93718.16,Hao,Germany,Male,0,0,1
82,777,32,2,0.0,1,136458.19,Leonard,France,Female,1,0,0
1324,635,50,7,159453.64,2,54560.79,Bryant,Spain,Male,0,0,0
9406,575,36,7,0.0,1,55868.97,Chineze,France,Male,1,1,0
1615,641,77,9,0.0,3,81514.06,Sopuluchi,France,Male,1,1,1
832,708,41,5,0.0,1,157003.99,Trentini,Spain,Female,0,1,1
3884,519,39,1,97700.02,1,30709.03,Shand,France,Male,1,1,1
8642,604,47,4,118907.6,1,47777.15,Ginikanwa,Germany,Female,0,1,0
4465,641,41,6,0.0,2,65396.79,Gibson,France,Male,1,0,1
5340,496,55,4,125292.53,1,31532.96,Johnstone,Germany,Female,1,1,0
8067,504,43,5,134740.19,2,181430.91,Bidwill,Germany,Male,1,0,1
1650,731,41,4,0.0,2,22299.27,Cunningham,Spain,Male,1,0,1
4066,697,30,1,0.0,2,735.79,Moore,Spain,Male,0,0,1
9666,547,30,6,0.0,2,18471.86,Cocci,France,Male,1,1,1
3039,744,47,9,0.0,2,113163.17,Rubensohn,France,Male,1,0,1
3321,712,24,2,0.0,1,121232.51,Aksenov,France,Male,0,1,1
7144,719,54,7,0.0,2,125041.52,Y?an,France,Female,1,1,1
6890,473,25,6,110666.42,2,46758.42,Fiorentino,France,Female,0,0,1
5093,688,39,0,0.0,2,53222.15,White,France,Female,1,0,0
3721,473,40,8,152576.25,2,73073.68,Milne,Germany,Male,1,0,1
2424,662,29,10,0.0,2,137508.31,MacDevitt,France,Female,1,0,1
750,460,46,4,127559.97,2,126952.5,Okwudilichukwu,Germany,Male,1,1,1
5272,721,40,6,100275.88,1,138564.48,Bruce,Germany,Male,1,0,0
2374,616,31,3,94263.91,2,168895.06,Woods,France,Male,1,0,1
4694,543,32,7,147256.86,1,112771.95,French,France,Female,1,0,1
9880,486,62,9,118356.89,2,168034.83,Pisano,Germany,Male,1,0,0
8371,612,32,3,121394.42,1,164081.42,Patel,France,Male,1,0,1
7320,474,37,5,142688.57,2,110953.33,Gilchrist,Germany,Female,1,1,1
4369,648,33,5,138664.24,1,29076.27,Fang,Germany,Male,1,0,1
6786,621,41,5,104631.67,1,95551.22,Windsor,Spain,Male,1,1,1
7402,633,39,9,129189.15,2,170998.83,Nwabugwu,France,Female,0,0,1
1140,727,57,1,109679.72,1,753.37,Mitchell,Spain,Female,0,1,1
7632,677,40,7,95312.8,1,62944.75,John,Spain,Male,1,1,1
2232,746,35,2,172274.01,1,22374.97,Ndukaku,France,Male,1,0,1
2165,767,77,8,149083.7,1,190146.83,Becker,Spain,Male,1,1,1
5218,724,28,5,97612.12,1,96498.14,Farnsworth,France,Male,1,1,1
9445,581,41,2,127913.71,2,44205.95,Odinakachukwu,Germany,Male,1,1,1
9238,740,40,4,114318.78,2,129333.69,Wallace,Germany,Male,1,0,0
4562,562,31,4,127237.25,2,143317.42,Ifeanyichukwu,Germany,Male,0,1,1
1571,717,49,1,110864.38,2,124532.9,Shih,Spain,Female,1,1,0
173,480,44,10,129608.57,1,5472.7,Yost,Germany,Male,1,0,0
7164,850,46,3,0.0,2,187980.21,Somayina,France,Female,1,1,1
2088,716,52,7,65971.61,2,14608.0,Burgin,France,Female,1,0,0
4668,749,54,3,144768.94,1,93336.3,Marino,Germany,Male,1,0,0
4566,593,46,2,76597.79,1,54453.72,Jacka,Spain,Female,1,1,1
7090,635,48,2,0.0,2,136551.25,Hughes,Spain,Female,1,1,1
6570,581,38,1,133105.47,1,105732.9,Blake,Germany,Male,1,0,0
4784,710,37,5,0.0,2,115403.31,Jennings,France,Female,1,0,1
2685,574,28,7,0.0,2,185660.3,Thomas,Spain,Female,0,0,1
1833,620,22,0,0.0,1,32589.45,Atkinson,France,Male,1,0,1
8547,553,35,2,158584.28,2,43640.16,Piccio,Germany,Male,1,0,1
5066,832,27,10,98590.25,1,30912.89,Nucci,France,Female,1,0,1
9131,756,39,5,149363.12,2,109098.39,Yin,Germany,Female,1,1,1
9356,739,40,8,0.0,1,167030.51,Hawkins,Spain,Female,1,0,1
4413,666,40,2,0.0,2,36371.27,Feng,France,Female,0,0,1
7208,520,30,4,145222.99,2,145160.96,Begley,Spain,Female,0,0,1
9891,662,37,4,155187.3,1,48930.8,Chidi,Spain,Male,1,0,1
835,633,30,6,0.0,2,41642.29,Wu,France,Female,0,0,1
6822,802,39,7,120145.96,2,59497.01,Noble,France,Female,0,1,0
3782,596,27,2,151027.56,1,170320.58,Dalton,Germany,Female,1,0,1
9013,540,41,3,0.0,2,121098.65,Marshall,France,Male,1,0,1
7500,609,71,6,113317.1,1,108258.22,Schofield,Germany,Female,1,0,0
3425,688,42,5,0.0,2,197602.29,Bonham,Spain,Male,0,0,1
66,751,36,6,169831.46,2,27758.36,Hammond,Germany,Female,1,1,1
2964,655,51,3,0.0,2,15801.02,Tuan,France,Female,0,1,1
5670,648,33,7,135310.41,2,171668.2,Chinwendu,Germany,Male,0,1,1
8963,687,38,0,144450.58,1,137276.83,Keane,France,Male,0,1,1
355,613,45,1,187841.99,2,147224.27,Amos,France,Female,1,1,1
8172,496,44,0,179356.28,2,2919.21,Rowley,Spain,Female,1,0,0
4031,603,42,6,0.0,1,90437.87,Evseev,Spain,Female,1,1,1
8535,671,31,6,0.0,2,15846.42,Hou,France,Female,1,1,1
3652,732,79,10,61811.23,1,104222.8,Townsend,France,Male,1,1,1
6740,509,55,8,132387.91,2,170360.11,Lipton,France,Male,1,1,1
3298,592,41,2,138734.94,1,90020.74,Fanucci,Spain,Female,1,0,1
4128,712,52,9,0.0,1,117977.45,Hussey,Spain,Male,1,1,0
8044,720,31,4,141356.47,1,137985.69,Sopuluchi,Spain,Male,0,0,1
4768,685,39,9,0.0,2,18826.06,Wan,Spain,Male,1,1,1
473,774,26,2,93844.69,1,28415.36,Muir,France,Male,1,0,1
3762,682,64,10,128306.7,1,66040.83,Long,France,Female,0,1,1
8618,641,37,6,0.0,2,45309.24,Ulyanov,France,Male,1,0,1
3567,746,25,3,104833.79,1,71911.3,Williamson,Spain,Female,0,0,1
2761,557,68,2,100194.44,1,38596.34,Iredale,Germany,Male,1,1,1
869,603,44,6,108122.39,2,108488.33,Quinn,Germany,Male,1,0,0
9383,645,38,7,59568.57,1,167723.25,Campbell,France,Female,1,1,1
8689,637,40,9,154309.67,1,125334.16,Burns,Germany,Male,1,1,0
4053,616,41,10,113220.2,2,114072.91,Douglas,Germany,Male,1,1,1
6131,632,35,2,150561.03,2,64722.61,Yao,Germany,Female,0,0,1
3245,631,32,2,146810.99,2,180990.29,Nnamdi,Germany,Female,1,1,1
4843,683,56,7,50911.21,3,97629.31,Ross,Spain,Male,0,0,0
9331,630,34,9,0.0,2,114006.35,Palfreyman,France,Male,1,1,1
5641,477,24,2,95675.62,2,162699.7,Kenechukwu,Germany,Female,0,0,0
5781,604,42,10,166031.45,1,98293.14,Liao,Germany,Female,1,0,1
8541,484,40,7,106901.42,2,118045.98,Shih,Germany,Male,0,0,1
1076,743,32,6,140348.56,2,163254.39,Chiganu,Germany,Female,1,1,1
2958,686,41,10,0.0,1,144272.71,Watson,France,Female,1,1,0
6753,624,38,7,123906.55,1,135096.78,Oluchukwu,Spain,Male,1,0,1
8658,532,43,9,0.0,2,190573.91,Udokamma,France,Male,0,0,0
7273,653,74,0,121276.32,1,160348.31,Pettry,France,Female,1,1,1
4760,557,34,3,0.0,1,123427.98,Chukwueloka,Spain,Male,0,1,1
4863,645,55,1,133676.65,1,17095.49,Rogova,Spain,Female,0,1,1
7026,569,51,3,0.0,3,75084.96,Sinclair,Spain,Female,1,0,0
7648,768,25,0,78396.08,1,8316.19,Trevisani,France,Male,1,1,1
7162,690,36,6,110480.48,1,81292.33,Ku,France,Female,0,0,1
74,604,25,5,157780.84,2,58426.81,Ballard,Germany,Female,1,1,1
4902,673,59,0,178058.06,2,21063.71,Baxter,France,Male,0,1,0
4376,850,41,8,60880.68,1,31825.84,Fu,Germany,Male,1,0,1
6699,725,31,6,0.0,1,61326.43,Ho,France,Female,0,0,1
9806,644,33,7,174571.36,1,43943.09,Trumbull,France,Male,0,1,1
1102,703,29,9,0.0,2,50679.48,Fanucci,Spain,Male,1,0,1
9538,783,40,6,0.0,2,109742.55,Egobudike,France,Male,1,0,1
7656,748,38,4,115221.36,1,70956.75,Milani,France,Male,0,1,1
5236,645,68,9,0.0,4,176353.87,Munro,France,Female,1,1,0
5166,850,33,7,140956.99,1,3510.18,Campos,France,Male,0,0,1
119,524,31,8,107818.63,1,199725.39,Chidozie,Germany,Female,1,0,0
2023,501,24,4,130806.42,2,80241.14,Golibe,Germany,Male,1,0,1
9886,670,33,8,126679.69,1,39451.09,Fang,France,Male,1,1,1
2639,593,43,9,0.0,2,76357.43,Bowhay,France,Male,1,1,1
2035,709,34,4,148375.19,2,21521.38,Fantin,Germany,Male,1,1,1
2565,667,38,6,144432.04,1,73963.17,Mao,France,Female,1,1,0
8666,821,40,1,0.0,2,194273.12,McKay,France,Female,1,0,1
3544,675,49,8,135133.39,1,179521.24,Bermudez,France,Male,0,1,0
1220,693,44,5,124601.58,2,46998.13,Ugonna,Germany,Male,1,1,0
9715,726,56,2,105473.74,1,46044.7,Marshall,Spain,Female,1,1,1
6712,666,36,3,129118.5,2,139435.12,Boyle,Germany,Female,0,0,1
2904,568,47,7,0.0,2,45978.39,Hsieh,France,Female,1,1,1
3027,585,40,7,0.0,2,146156.98,Allan,France,Male,0,0,1
2511,625,52,2,79468.96,1,84606.03,Milne,France,Female,1,1,1
4202,668,46,7,161806.09,1,173052.19,Hs?eh,Germany,Female,1,1,1
3208,667,56,2,168883.08,1,18897.78,Moss,Spain,Male,0,1,1
4490,602,35,8,0.0,2,152843.53,Anderson,France,Female,1,1,1
2756,700,31,7,0.0,2,145151.96,Walker,Spain,Male,0,1,1
8890,580,39,9,128362.59,1,86044.98,Parry,France,Female,1,0,1
178,606,36,5,190479.48,2,179351.89,Okechukwu,Germany,Male,0,0,1
1644,631,34,4,124379.14,1,106892.91,Burn,France,Female,1,0,1
9293,461,74,1,186445.31,2,196767.83,Chao,Germany,Female,1,1,1
3519,600,39,5,0.0,2,118272.07,Liston,France,Female,0,0,1
1375,632,44,3,107764.75,1,185667.72,Campa,France,Male,1,0,1
1721,805,33,3,105663.56,2,33330.89,Pope,Germany,Female,0,1,1
3996,701,33,7,123870.07,1,97794.71,Efremov,Spain,Female,1,0,1
3689,679,35,1,110245.13,1,178291.09,Dettmann,Germany,Male,1,1,1
2265,582,29,0,0.0,1,84012.81,Padovesi,France,Female,1,1,1
88,729,30,9,0.0,2,151869.35,Rowley,France,Male,1,0,1
2849,850,41,5,0.0,2,34827.43,Tuan,France,Female,1,1,1
8688,667,42,10,64404.26,2,26022.37,Lawley,Germany,Female,0,0,1
404,443,36,6,70438.01,2,56937.43,Fennell,Spain,Male,0,1,1
9901,646,39,6,121681.91,2,61793.47,Duncan,Germany,Male,0,1,1
4078,781,33,3,0.0,2,42556.33,Iadanza,Spain,Male,1,1,1
6836,810,33,6,0.0,2,77965.67,Doyle,France,Male,1,1,1
6538,521,39,3,146408.68,1,72993.67,Bevan,Spain,Female,0,0,1
2457,607,25,4,121166.89,1,115288.24,Crawford,Spain,Female,0,1,1
2752,704,42,8,129735.3,2,179565.57,Ibezimako,France,Male,1,1,1
2215,850,26,4,62610.96,2,179365.1,Ch'eng,France,Female,0,1,1
1028,737,35,0,133377.8,1,64050.19,Palerma,Germany,Male,0,1,1
9704,682,43,7,111094.05,2,64679.3,Forbes,Germany,Female,1,1,1
1422,520,32,5,110029.77,1,56246.69,Swaim,Germany,Male,1,0,1
2437,704,37,4,0.0,2,25684.93,Gibbons,Spain,Male,0,0,1
4278,775,51,2,123783.25,1,134901.57,Zetticci,Germany,Male,1,1,1
9610,741,35,1,0.0,2,36557.55,Shao,France,Female,1,0,1
1279,681,67,7,0.0,2,163714.92,Hsiao,Spain,Male,0,1,1
6221,807,33,10,101952.97,2,178153.65,Macleod,France,Male,1,0,1
4908,523,34,2,161588.89,1,51358.66,Yuan,France,Male,1,1,1
5065,558,47,9,0.0,2,103787.28,Y?,France,Female,1,0,1
1979,494,37,5,107106.33,2,172063.09,Mao,Germany,Male,1,0,1
1062,710,38,4,0.0,2,136390.88,Wood,Spain,Female,1,1,1
5015,758,35,5,0.0,2,100365.51,John,Spain,Female,0,0,1
4536,727,37,9,101191.83,1,34551.35,Aldrich,Germany,Male,1,1,0
6994,639,35,1,103015.12,2,139094.12,Hurst,France,Female,1,1,1
9254,644,49,10,0.0,2,145089.64,Cocci,Spain,Male,1,1,1
1503,796,39,5,86350.87,2,105080.53,Flannery,Germany,Male,0,0,1
8569,615,64,0,81564.1,2,35896.09,Sykes,France,Male,0,1,1
9315,613,51,7,147262.11,1,53630.9,Cameron,Germany,Female,1,1,0
8837,850,43,7,0.0,2,173851.11,Ko,France,Male,1,1,1
8921,570,36,3,0.0,2,92118.75,McIntyre,France,Female,1,0,1
4919,717,36,2,99472.76,2,94274.72,Bruno,France,Female,1,0,0
679,788,70,1,0.0,2,41610.62,Pugliesi,Spain,Female,1,1,1
5077,700,37,7,0.0,2,17040.82,Bukowski,France,Female,1,0,1
8065,714,29,9,0.0,2,129192.55,Reid,Spain,Male,1,0,1
7569,422,54,4,0.0,2,7166.71,Fan,Spain,Female,1,1,1
103,738,31,9,82674.15,1,41970.72,Hung,France,Male,1,0,1
958,771,67,8,0.0,2,51219.8,Ts'ui,Spain,Female,1,1,1
8557,629,41,10,150148.51,1,6936.27,Ferguson,Spain,Male,0,0,1
3786,752,45,3,105426.5,2,89773.45,Dunn,Germany,Female,0,1,1
9631,716,31,8,109578.04,2,51503.51,Yermakov,France,Male,1,1,1
7174,744,30,1,124037.28,1,142210.94,Feng,Spain,Female,1,1,1
4044,635,31,1,0.0,2,135382.23,Royster,Spain,Male,1,0,1
2649,745,21,4,137910.45,1,177235.23,Connolly,France,Male,1,1,1
6001,629,37,10,99546.25,3,25136.95,Massie,France,Female,0,1,0
7928,637,30,1,122185.53,1,102566.46,Hancock,Germany,Male,1,0,0
2827,693,43,4,152341.55,1,9241.78,King,France,Female,1,0,1
4095,513,29,10,0.0,2,25514.77,Edman,France,Male,0,1,1
7775,850,43,5,129305.09,2,19244.58,Johnston,Germany,Male,0,1,1
9259,539,20,0,83459.86,1,146752.67,Hou,France,Male,1,1,1
8114,421,34,6,90723.36,1,12162.76,Burton,Spain,Male,1,1,1
4773,487,44,6,61691.45,1,53087.98,Ellis,Spain,Male,1,1,1
1948,688,52,1,0.0,2,172033.57,Ch'iu,France,Male,1,1,1
6110,581,26,3,105099.45,1,184520.0,Stirling,Germany,Female,1,1,0
2300,650,25,2,114330.95,1,25325.07,Hu,Germany,Female,1,1,1
7845,612,38,1,0.0,2,9209.21,Allen,France,Female,1,1,1
4383,622,39,9,83456.79,2,38882.34,Hay,France,Female,0,0,1
5426,644,44,8,106022.73,2,148727.42,Tucker,Germany,Female,0,0,1
6772,747,29,7,117726.33,1,175398.34,Anayolisa,Germany,Male,1,1,1
8579,495,47,10,137682.68,1,71071.47,Morrison,France,Male,1,0,1
4292,779,32,10,80728.15,1,86306.75,Buckley,France,Male,1,0,1
529,572,48,3,152827.99,1,38411.79,Lu,Germany,Female,1,0,0
1234,667,39,4,83765.35,2,118358.54,Chidiegwu,Germany,Female,1,0,1
780,679,35,8,119182.73,1,121210.09,Shih,Spain,Female,0,0,1
5860,721,38,7,0.0,1,53534.8,Ibrahimov,Spain,Male,0,1,1
3060,631,33,8,0.0,2,117374.22,Coppin,France,Female,0,0,1
8588,588,41,2,131341.46,2,7034.94,Macleod,Germany,Male,0,1,1
1861,639,28,8,97840.72,1,178222.77,Onyekaozulu,Spain,Female,1,1,1
8439,707,48,7,105086.74,1,180344.69,Rogova,Germany,Female,1,1,0
7404,796,56,6,94231.13,1,121164.6,Trevisano,Spain,Male,0,0,0
4640,789,27,8,66201.96,1,79458.12,Kovaleva,France,Female,1,1,1
4251,489,38,5,117289.92,1,85231.88,Daluchi,France,Female,0,0,1
1993,613,29,6,185709.28,2,77242.19,Gorbunov,France,Female,1,1,1
7380,573,36,1,0.0,1,56905.38,Belstead,France,Female,1,1,1
7306,687,28,7,108116.66,1,27411.19,Manna,France,Male,1,1,1
5304,634,25,9,0.0,2,8227.91,Kosisochukwu,Spain,Male,1,1,1
8193,589,36,8,114435.47,1,26955.72,Chimaijem,France,Male,1,0,1
7448,636,30,8,141787.31,2,109685.61,Molle,Germany,Male,1,1,1
2472,626,49,9,171787.84,2,187192.23,Trout,Germany,Male,1,0,1
7198,707,42,10,0.0,2,152944.39,King,France,Female,1,1,1
5313,712,48,8,0.0,2,183235.33,Hardy,Spain,Female,1,0,1
9036,535,45,2,0.0,2,125658.28,Chung,France,Male,1,0,1
1397,636,33,0,0.0,1,92277.47,Dale,Spain,Female,1,0,0
4003,634,29,8,130036.21,2,69849.55,Tang,Germany,Female,0,1,1
5372,712,33,3,153819.58,1,79176.09,Ma,France,Male,1,0,0
3236,684,34,9,100628.0,2,190263.78,Siciliano,Spain,Male,1,1,1
1043,630,39,7,135483.17,1,140881.2,Abramovich,Spain,Female,1,0,0
3299,558,25,10,111363.1,2,197264.35,Yang,Germany,Male,1,0,1
7257,821,31,2,68927.57,1,25445.0,Hay,Germany,Female,1,1,1
258,671,34,6,37266.67,2,156917.12,Rose,Germany,Female,0,0,1
7287,680,43,4,0.0,2,58761.33,Toscano,France,Female,1,1,1
8617,653,27,6,107751.68,2,33389.42,Anderson,Spain,Female,1,1,1
7817,774,42,2,132193.94,2,162865.52,Mamelu,Germany,Male,1,1,1
5844,710,21,4,109130.96,2,56191.99,Romani,France,Male,1,1,1
2090,679,33,1,0.0,2,69608.48,Okwudiliolisa,France,Female,0,0,1
7703,850,31,8,0.0,2,178667.7,Johnstone,France,Male,1,0,1
504,638,44,9,77637.35,2,111346.22,Udobata,Spain,Male,1,1,1
5266,560,27,5,0.0,2,131919.48,Tan,France,Female,1,0,1
8815,740,51,4,0.0,2,178929.84,Zubarev,France,Female,1,1,1
1346,568,26,6,0.0,2,166495.2,Chan,Spain,Female,0,0,1
8456,609,53,6,0.0,2,124218.27,Ingle,France,Female,1,1,1
5047,793,25,3,100913.57,1,10579.72,Graham,Spain,Male,0,0,1
2249,539,37,1,130922.81,2,2186.83,Bates,Spain,Female,0,0,1
4982,667,23,6,136100.69,2,169669.33,Bray,Spain,Female,0,0,0
373,611,31,0,107884.81,2,183487.98,Briggs,Germany,Male,1,1,1
8455,502,35,6,0.0,2,80618.47,Yip,France,Female,1,1,1
3371,698,47,6,0.0,1,50213.81,Carr,Spain,Female,1,0,0
2007,687,39,7,0.0,2,26848.25,Hughes,France,Male,1,0,1
3657,750,37,6,0.0,1,117948.0,Yeh,France,Female,1,1,0
8328,707,35,9,0.0,2,70403.65,Piazza,France,Female,1,1,1
7522,670,43,1,97792.21,1,120225.62,Allingham,Spain,Male,0,0,1
4002,545,53,5,114421.55,1,180598.28,Pai,Germany,Male,1,0,0
6073,628,45,9,0.0,2,96862.56,Fu,France,Male,1,1,1
8737,636,44,2,0.0,2,86414.41,Stone,France,Male,0,0,1
998,587,62,7,121286.27,1,6776.92,Manfrin,Spain,Male,0,1,1
8180,610,27,9,159561.93,1,103381.47,Kelly,France,Female,0,1,1
3291,736,30,9,0.0,2,34180.33,Winter,France,Female,1,0,1
1177,726,34,9,0.0,2,14121.61,Williams,France,Male,0,0,1
552,674,47,6,106901.94,1,2079.2,Day,Germany,Male,1,1,0
745,650,60,8,0.0,2,102925.76,Shaw,France,Male,1,1,1
7224,799,31,9,154586.92,1,88604.89,Davide,Germany,Male,0,1,0
4555,592,39,7,0.0,2,83084.33,Stevenson,France,Male,1,0,1
2860,551,32,4,0.0,2,53420.53,Tsai,Spain,Male,1,0,1
8821,652,36,9,150956.71,1,72350.17,Baker,Germany,Male,0,0,1
3460,773,40,10,0.0,2,69303.15,Nwebube,France,Female,0,1,1
2725,453,38,8,120623.21,1,129697.99,Dodd,Germany,Female,1,0,1
6848,656,30,3,0.0,2,17104.0,Polyakova,France,Male,0,1,1
7616,590,37,6,169902.92,1,128256.18,Rossi,Spain,Male,1,1,1
7548,555,29,4,128744.04,1,47454.93,Andrews,France,Male,1,1,1
9175,529,61,1,0.0,2,191370.97,DeRose,France,Male,1,1,1
6394,593,41,4,119703.1,2,109783.29,Cattaneo,Germany,Female,1,1,1
5359,658,39,7,0.0,2,48378.4,Tang,France,Male,1,0,1
9489,671,32,6,123912.78,2,146636.44,McKenzie,Spain,Male,1,1,1
2969,696,36,7,0.0,2,82298.59,Caldwell,Spain,Female,1,1,1
694,589,34,6,0.0,2,177896.92,Perrodin,France,Male,1,1,1
2534,606,61,5,108166.09,2,8643.21,Findlay,France,Male,0,1,1
6400,601,48,9,163630.76,1,41816.49,Booth,Germany,Male,0,1,0
983,668,32,7,0.0,2,777.37,Clark,France,Male,1,1,1
5365,812,33,2,127154.14,2,105383.49,Mazzanti,Germany,Male,0,1,1
80,416,41,10,122189.66,2,98301.61,Postle,Germany,Female,1,0,1
4054,550,51,5,0.0,2,153917.41,Fiorentino,Spain,Male,1,0,1
6259,712,27,2,133009.51,1,126809.15,Johnston,France,Female,1,0,1
9577,669,42,1,103873.39,1,148611.52,Hunt,Germany,Female,1,0,1
9026,577,29,2,0.0,1,168924.41,Chiu,Spain,Male,1,1,1
3108,597,30,2,119370.11,1,182726.22,Ku,Spain,Female,1,1,0
3602,608,50,6,0.0,1,93568.77,Watt,France,Male,1,0,0
6074,471,36,5,90063.74,2,96366.7,Bergamaschi,Germany,Female,1,1,1
8127,729,39,6,127415.85,1,184977.2,Cunningham,Germany,Male,1,1,0
2143,690,35,6,112689.95,1,176962.31,Cook,France,Male,1,0,1
6311,685,43,4,97392.18,2,43956.83,Jonathan,Spain,Male,1,0,1
2269,659,56,9,123785.24,1,99504.03,Hanson,France,Female,1,0,0
446,748,26,1,77780.29,1,183049.41,Ross,France,Female,0,1,1
4884,614,43,8,140733.74,1,166588.76,Yuryeva,Germany,Male,1,1,1
4467,413,35,2,0.0,2,60972.84,Renwick,Spain,Male,1,1,1
9027,546,36,7,85660.96,1,134778.01,Berry,Spain,Female,0,0,1
6633,694,31,5,0.0,1,35593.18,O'Loghlin,Spain,Male,1,0,1
3317,666,53,5,64646.7,1,128019.48,Rossi,France,Male,1,0,0
1702,792,50,9,0.0,4,194700.81,Francis,France,Male,1,1,0
2527,671,29,6,0.0,2,12048.67,Chukwuemeka,Spain,Female,0,0,1
69,661,35,5,150725.53,2,113656.85,Glauert,Germany,Female,0,1,1
1169,607,27,2,0.0,2,63495.86,Balmain,France,Female,1,0,1
49,550,38,2,103391.38,1,90878.13,Yin,Germany,Male,0,1,1
1054,600,50,6,94684.27,1,50488.91,Chukwuebuka,Spain,Female,1,1,1
4030,501,27,4,95331.83,2,132104.76,Mancini,Germany,Male,1,0,1
881,749,60,6,0.0,1,17978.68,Simmons,France,Female,1,0,0
2652,850,40,4,166082.15,2,44406.17,Manfrin,Germany,Male,0,1,1
7760,549,55,1,137592.31,2,116548.02,Walton,Germany,Female,0,1,0
2440,566,42,6,0.0,1,180702.12,Alexeeva,France,Female,1,0,0
4925,792,36,5,115725.24,2,1871.25,Lowell,Germany,Male,0,0,1
1468,624,35,0,180303.24,2,163587.9,Barbour,Germany,Female,1,0,1
7293,744,34,3,0.0,2,27244.35,Clements,Spain,Male,1,0,1
5036,657,34,5,154983.98,1,27738.01,Chidimma,Spain,Male,1,0,1
2442,735,29,10,0.0,2,95025.27,Tokaryev,Spain,Male,1,1,1
6555,520,31,4,93249.4,1,77335.75,Yashina,France,Male,1,0,1
231,673,72,1,0.0,2,111981.19,Ringrose,France,Male,0,1,1
1321,687,47,7,0.0,2,177624.01,Wisdom,France,Female,1,1,1
42,465,51,8,122522.32,1,181297.65,Clarke,France,Female,0,0,0
778,692,28,9,118945.09,1,16064.25,Archer,Spain,Male,0,0,0
8951,461,35,5,0.0,1,54209.02,Hsiao,France,Female,1,1,1
8405,586,47,5,157099.47,2,65481.86,McKay,Germany,Female,1,1,1
1730,637,33,0,132255.99,2,74588.41,Johnston,France,Male,0,1,1
3911,620,70,3,87926.24,2,33350.26,Baker,France,Female,1,0,0
580,701,39,2,0.0,2,82526.92,Hopkins,France,Male,1,1,1
9942,657,36,8,0.0,2,123866.43,T'ien,Spain,Male,0,1,1
5840,594,40,0,152092.44,2,83508.93,Rooke,Germany,Male,1,1,1
8272,481,37,8,152303.66,2,175082.2,Akhtar,France,Male,1,1,1
7276,669,42,9,0.0,2,135630.32,Shaw,France,Female,0,0,1
1492,504,43,7,102365.49,1,194690.77,Jamison,Germany,Female,1,0,0
9110,681,33,10,0.0,1,158336.36,Kalinina,Spain,Male,0,0,1
5611,733,28,5,0.0,2,12761.16,Lori,France,Female,0,0,1
62,687,27,9,152328.88,2,126494.82,Clark,Germany,Female,0,0,1
5472,704,39,10,102556.18,2,171971.25,Maslov,Germany,Female,1,0,0
3906,496,29,4,0.0,2,164806.89,Hsing,France,Female,1,0,1
6532,518,45,8,0.0,2,36193.07,Nwankwo,France,Female,1,1,1
403,751,52,8,0.0,2,179291.85,Carpenter,Spain,Male,0,1,1
333,663,44,2,117028.6,2,144680.18,Faulkner,Germany,Male,0,1,1
2085,423,36,5,97665.61,1,118372.55,Benson,France,Female,1,0,0
